,Links,Status
0,https://www.liverpoolecho.co.uk/sport/football/football-news/liverpools-major-transfer-gamble-man-16498055,0
1,https://www.thesun.co.uk/sport/football/9384503/liverpool-sepp-van-den-berg-transfer-bayern/,0
2,https://www.liverpoolecho.co.uk/sport/football/football-news/jurgen-klopp-questions-five-liverpool-16506747,0
3,https://www.mirror.co.uk/sport/football/transfer-news/5-liverpool-wonderkids-ready-break-17276495,0
4,https://www.90min.com/posts/6401144-fabinho-reveals-the-player-who-jurgen-klopp-views-as-irreplaceable-at-liverpool,0
5,https://lastwordonfootball.com/2019/06/29/jurgen-klopp-liverpool/,0
6,https://www.planetfootball.com/quizzes/can-you-name-every-player-jurgen-klopp-has-signed-for-liverpool/,0
7,https://www.liverpoolecho.co.uk/sport/football/football-news/liverpool-klopp-edwards-transfer-gamble-16489799,0
8,https://www.givemesport.com/1485663-jurgen-klopp-to-liverpool-players-after-barca-defeat-what-an-amazing-game-you-played,0
9,https://www.forbes.com/sites/jamesnalton/2019/06/29/jurgen-klopp-jordan-henderson-liverpool-captain-champions-league-final/,0
10,https://www.express.co.uk/sport/football/1145677/Liverpool-Jurgen-Klopp-snubbed-Real-Madrid-transfer-Marcos-Llorente-latest-news-gossip,0
11,https://www.liverpoolfc.com/news/first-team/354956-steven-gerrard-reveals-inspiration-from-liverpool-champions-league-win,0
12,https://www.bbc.co.uk/sport/av/tennis/48786835,0
13,https://www.liverpoolecho.co.uk/sport/football/football-news/fabinho-explains-roberto-firminos-brazil-16506791,0
14,https://www.hartlepoolmail.co.uk/sport/football/hartlepool-united-manager-craig-hignett-wants-take-jurgen-klopps-liverpool-pre-season-355244,0
15,https://www.thetimes.co.uk/article/liverpool-can-lay-claim-to-title-of-the-worlds-biggest-club-mpfsbdntq,0
16,https://www.theguardian.com/football/2019/may/11/jurgen-klopp-liverpool-achievements-exceeded-expectations,0
17,https://www.straitstimes.com/sport/football/football-jurgen-klopp-fires-up-liverpool-with-its-only-pain-motto-pep-guardiola-urges,0
18,https://liverpooloffside.sbnation.com/liverpool-fc-tactics-longform/2019/5/11/18564057/liverpool-jurgen-klopp-perfect-fit-champions-league-dortmund-mainz-epl-success-trophies,0
19,https://www.thenational.ae/sport/football/jurgen-klopp-couldn-t-be-more-proud-after-liverpool-fall-agonisingly-short-of-premier-league-title-1.860594,0
20,https://www.bbc.co.uk/sport/football/48226050,0
21,https://www.sport24.co.za/Soccer/EnglishPremiership/klopp-liverpool-did-all-we-could-in-premier-league-race-20190512,0
22,https://www.manchestereveningnews.co.uk/sport/football/football-news/liverpool-press-conference-klopp-news-16254511,0
23,https://www.telegraph.co.uk/football/2019/05/11/jurgen-klopp-fan-pascal-gross-says-liverpool-deserve-trophy/,0
24,https://metro.co.uk/2019/05/10/liverpool-jurgen-klopp-reveals-reaction-tottenhams-incredible-comeback-ajax-champions-league-9485504/,0
25,https://www.theguardian.com/football/2019/may/10/jurgen-klopp-liverpool-pain-title-race,0
26,https://www.liverpoolfc.com/news/first-team/350093-jurgen-klopp-reaction-liverpool-wolves,0
27,https://www.bbc.co.uk/sport/football/48247523,0
28,https://www.bbc.co.uk/sport/football/48230027,0
29,https://sportstar.thehindu.com/football/champions-league/klopp-liverpools-champions-league-comeback-worth-more-than-trophies/article27101354.ece,0
30,https://www.independent.ie/sport/soccer/premier-league/liverpool/jurgen-klopp-tears-into-irresponsible-uefa-over-spiralling-champions-league-final-costs-for-fans-38099444.html,0
31,https://www.independent.co.uk/sport/football/european/liverpool-fc-jurgen-klopp-champions-league-nations-league-england-fixtures-dates-tottenham-a8908116.html,0
32,https://www.thisisanfield.com/2019/05/liverpool-set-to-reward-divock-origi-for-incredible-revival-under-jurgen-klopp/,0
33,https://www.101greatgoals.com/news/lovren-reveals-what-jurgen-klopp-said-to-liverpool-players-ahead-of-barca/,0
34,https://www.thesun.co.uk/sport/football/9051456/jurgen-klopp-liverpool-barcelona-trophy/,0
35,https://www.foxsports.com.au/football/premier-league/brightons-pascal-gross-vows-to-help-jurgen-klopp-end-liverpools-29year-title-wait/news-story/57978f091226d9c3a137a4781aed0d6b,0
36,https://www.liverpoolecho.co.uk/sport/football/football-news/jurgen-klopp-should-manager-year-16258841,0
37,https://www.telegraph.co.uk/football/2019/05/10/jurgen-klopp-magical-moments-like-barcelona-win-worth-trophies/,0
38,https://www.thisisanfield.com/2019/05/its-only-pain-jurgen-klopp-provides-positive-injury-update-ahead-of-final-league-game/,0
39,https://www.irishmirror.ie/sport/soccer/soccer-news/jurgen-klopp-sends-message-liverpool-15025423,0
40,https://www.manchestereveningnews.co.uk/sport/football/football-news/liverpool-man-city-injury-news-16254946,0
41,https://www.liverpoolfc.com/news/first-team/349870-klopp-liverpool-attitude-pain-barcelona-wolves,0
